StrongArm Records I…,"Hip-Hop/Rap, Rock, Pop, Rhythm and Blues","N/A, , USA",mp3 | real,"""Xclusive Freestyle""","Millions of Fans, Thousand of Haters, Hundreds of Imitators, but only ONE StrongArm Records Inc.. Trust That! …",Artist Page » » »
!-NET Recordz,"Hip-Hop/Rap, Hip-Hop/Rap, Hip-Hop/Rap, Hip-Hop/Rap","Every City, Other, USA",mp3 | real,"""U Gettin' This (Asperi...""",!-NET Recordz is an online record label used to promote artists to the fullest!...,Artist Page » » »
$traight 2 Gold Record…,"Hip-Hop/Rap, Rhythm and Blues, Funk, College/Indie/Lo-Fi","STATEWIDE, Florida, USA",mp3 | real,"""$traight 2 Gold Record...""",$traight 2 Gold Records and Publishing. WWW.STRAIGHT2GOLD.COM... ,Artist Page » » »
1 www.silvercityrecor…,"Hip-Hop/Rap, Rhythm and Blues, Rock, Pop","Silver City, Massachusetts, USA",mp3 | real,"""SOMETIMES - staxx, jus...""",www.silvercityrecords.com…,Artist Page » » »
1st Class Records,"Hip-Hop/Rap, Latin, Electronic, Experimental","SAN FRANCISCO, California, USA",mp3 | real,"""Microphone Domination ...""","El Don Vp has been on various well know Bay Area compilations and has appeared on countless projects. His forthcoming album, Mi…",Artist Page » » »
2 Propa Records,"Hip-Hop/Rap, Rhythm and Blues","Corpus Christi, Texas, USA",mp3 | real,"""Droppin It - C-Money f...""",Yo we doin it from Texas to Florida to New York back down to North Carolina!... ,Artist Page » » »
211Records,"Hip-Hop/Rap, Pop, Rhythm and Blues, College/Indie/Lo-Fi","Pittsburg, California, USA",mp3 | real,"""No Place Like Da Bay""",The funkiest tracks of the bay on the web!...,Artist Page » » »
3D-RECORDS,Hip-Hop/Rap,"DETROIT, Michigan, USA",mp3 | real,"""BEING A MACK""","WE ARE A SERIOUS RAPPER GROUP THAT KNOWS HOW TO EXPRESS IN ALL LIFE TYPE OF SITUATIONS. GANGSTER, LOVER,MACK, WHAT EVER...IF YOU'R... ",Artist Page » » »
4 O'Clock Thunder Records,"Hip-Hop/Rap, Rhythm and Blues, Instrumental, Gospel","Orlando, Florida, USA",mp3 | real,"""Givin Thanks""","The hottest music on the planet!!! 4 O'Clock Thunder Records THE Hip/Hop, R&B, Gospel and Instrumental home for all of Florida …",Artist Page » » »
804records,Hip-Hop/Rap,"Richmond, Virginia, USA",mp3 | real,"""Freestyle""",News: 3/15/02 Look out for A lot of new songs Soon! More Songs At www.soundclick.com/804records ... ,Artist Page » » »
