1,Re: The Future of the WebScripts Collection (LINK) ,Size: 1 kb ; Posted 22 Jan 2004,": Hi Kevin, : Thank you for the reply. I would only ask for one thing - : improved script performance. Yup... On my list and I have a number of ideas on how to achieve this.. : Some other optional things you : may want to consider: : - Mod_perl compatibility On my list already.. : - Geo-targeting Hmm.. Hadn't thought of that.. Ok, I'll give it some thought.. : - Integration with payment gateways like WorldPay and PayPal Good call.. --KTFA"
2,Re: The Future of the WebScripts Collection ,Size: 1 kb ; Posted 22 Jan 2004,"Hi Kevin, Thank you for the reply. I would only ask for one thing - improved script performance. Some other optional things you may want to consider: - Mod_perl compatibility - Geo-targeting - Integration with payment gateways like WorldPay and PayPal Best regards. Frank : Well I'm working on WebBBS first (I actually had hoped to have : released 'my' first one already...) But I've been compiling : a list of stuff for WebAdverts.. Please feel free to let me : know what you would like to see done"
3,Need someone to set up WEbbbs for website,Size: 1 kb ; Posted 3 Sep 2003,"Hello, I need someone to set up a Webbbs system for my website at www.free-weight-loss-resources.com Would someone be able to do this for me? If so, how much would this cost? What forms of payment do you accept? Credit Card/Paypal? Please let me know as soon as you can as I would like to implement this asap. Thanks much Brad Callen free-weight-loss-resources.com"
4,"WebSearch: ""Posted within the last X days""-------- ",Size: 1 kb ; Posted 20 Aug 2003,"Hello everyone. Has anybody of you tried to insert in WebSearch the feature ""Posted within the last XX [days, weeks, etc.]"" ? This is available in the WebBBS/Forum Search, but not in WebSearch (I can imagine why. But it would be nice to have it also in WebSearch, nevertheless...). If so, could you please tell me which of and where those lines have to be copied? If not, I'll try it myself :-) (but I'm not the greatest Perl expert...). WebSearch has been running fine on my site for the p"
5,[Addon] Forum Main Index v.0.0 (LINK) ,Size: 3 kb ; Posted 22 Jul 2003,"Bad news first. In view of the effort put into Forum Main Index Addon and of the fact that the addon can be used for future releases of WebBBS, i've decided to make it a ""barterware,"" meaning that those who want a copy of it, must send me something in return. That something can be anything *they* want to send me. It can be $$, graphics made at my request, a new/viewed DVD, used computer parts, left over from garage/yard sale, even a chocolate bar, etc. The idea mainly is not to make $$"
6,Re: Patience is a virtue ;) (LINK) ,Size: 1 kb ; Posted 27 Jun 2003,"Darryl doesn't have it automated. You can email him, but that probably won't make it any faster. -- John : Hi, I registered for the latest version of WebBBS but never : received the username/password to download the admin : script. : My paypal transaction ID was: Transaction ID: : 1EP89926BK253954E : Any idea how long it typically takes to get the password and : is there anybody I can contact to ask about it. : Thank you, : Willie Crawford"
7,Paid Registration Fee But No Password Sent (LINK),Size: 1 kb ; Posted 27 Jun 2003,"Hi, I registered for the latest version of WebBBS but never received the username/password to download the admin script. My paypal transaction ID was: Transaction ID: 1EP89926BK253954E Any idea how long it typically takes to get the password and is there anybody I can contact to ask about it. Thank you, Willie Crawford"
8,WebScripts: Script Registration,Size: 9 kb ; Last updated 31 Mar 2003,"Support WebScripts' Advertisers! Support WebScripts' Advertisers! Register Many of the scripts in the WebScripts collection are free; however, I do ask modest shareware registration payments for a few. The unregistered versions of the scripts are not crippled in any way. I'm not interested in trying to ""coerce"" anyone into sending me money. But I don't think it's an unreasonable request. I believe my scripts are commercial-quality products; a lot of work has gone into their creation. I"
9,Registration Failed,Size: 1 kb ; Last updated 17 Jan 2003,"Support WebScripts' Advertisers! Support WebScripts' Advertisers! Registration Failed Your attempt to register the script was unsuccessful. Either there was a problem of some sort with the PayPal system, or you failed to complete the transaction. Please go back and try again!"
10, Re: Password Lost (Sorry!) ,Size: 1 kb ; Posted 17 Jan 2003,": I know, this question is annoying. I'm so sorry! I can't find : my log-in data for the the download area of the admin : script. : All I found on my disk is that PayPal e-mail that I recevied : when I paid for the WebBBS registration. : Is there any hope for me? Email everything you know about your purchase of WebBBS to Darryl. If he is able to match it up, he'll send you the password again. Larry"
11,Password Lost (Sorry!) ,Size: 0 kb ; Posted 17 Jan 2003,"I know, this question is annoying. I'm so sorry! I can't find my log-in data for the the download area of the admin script. All I found on my disk is that PayPal e-mail that I recevied when I paid for the WebBBS registration. Is there any hope for me? Thank you! |-|ardy"
12,Re: Flash Banners and ClickTags (LINK) ,Size: 6 kb ; Posted 5 Jan 2003,": The search for a solution to this problem has taken me all : over the net where I found small bits of info at every : corner. : So - how do you get Flash Banners to correctly record : exposures and click thoughs?? : This is a three part lesson! : Lesson 1. : Firstly, (I am not sure if it is necessary or not but I did it : and all is working now!!) make two small changes to the : ads_display code as listed by Kevin at : webjourneymen.net/scripts I should actually change that because it is no lo"
13,Flash Banners and ClickTags (LINK) (PIC),Size: 4 kb ; Posted 5 Jan 2003,"The search for a solution to this problem has taken me all over the net where I found small bits of info at every corner. So - how do you get Flash Banners to correctly record exposures and click thoughs?? This is a three part lesson! Lesson 1. Firstly, (I am not sure if it is necessary or not but I did it and all is working now!!) make two small changes to the ads_display code as listed by Kevin at webjourneymen.net/scripts ""First, open ads_display.pl in an ASCII text editor. Search for th"
14, Experienced WebBBS Installer needed. (LINK) ,Size: 1 kb ; Posted 22 Nov 2002,"Should be able to convey Technical Terms in a non-technical way to a non-technical person. :-) We're just not having any luck getting my old boards to work. And they are old. 4.3 I think. So you need to know about that Version and how to move messages from the Forum to an Archives, as there isn't one. Take a look see at www.cancunmx.com click on Vacationing Here, Living Here and Diving Here and you'll get a feel for what's going on. I only need one Archives for Vacationing. Oh, I Do want HTML en"
15,Re: Small 5.11 problem ,Size: 1 kb ; Posted 17 Nov 2002,: I just upgraded to 5.11 and have found only one problem so : far. My admin script works fine with all functions except : it will not recognize my password when editing a post. Any : ideas for a fix on that? : I did not update the admin scripts themselves. I upgraded : from version 5.01 hoping that I would not have to upgrade : the admin script primarily because I forgot my registration : name and password so I can't download them anyway. The old admin script is not fully compatible with the ne
16,DHTML in the header.txt...having troubles *PIC*,Size: 11 kb ; Posted 2 Oct 2002,"I'd like to put some DHTML into the header.txt file and can't seem to make it work. It seems the problem is that part needs to go into the <head> part and some into the <body> part. Oddly, the one I use now does both and it DOES work. The ones I want to use don't???? Here's a link to what I want to use: http://www.dynamicdrive.com/dynamicindex1/sm/index.htm Here's what I have now that works: (my header.txt file) Site: http://www.cubanonet.com/cgi-bin/bbs/index.cgi <html> <he"
