1,WebScripts: Examples,Size: 19 kb ; Last updated 2 Feb 2004,"Support WebScripts' Advertisers! Support WebScripts' Advertisers! Examples Listed below are a variety of sites on which you can see the various scripts from the WebScripts collection in action. Visit them to get a feel for how others are already using the programs. Remember, though, that these are real sites; please don't post ""test"" messages on forums or otherwise make yourself a nuisance to the sites' owners! Please also remember that I have nothing to do with most of these sites, so"
2,"Marriages, Unions and Compromises",Size: 10 kb ; Last updated 19 Jan 2004,"Marriages, Unions and Compromises An Alternate Take on the Question of Gay Marriage by Darryl C. Burgdorf Though not by any particular design, the month of October, 2003, showcased the division in our country where the issue of gay marriage is concerned. The week of October 5 was ""National 'Coming Out' Week,"" a week largely dedicated to the idea that people ought to be free to be themselves, and not feel that they have to hide who they are or pretend to be something they're not in orde"
3,Re: Insecure dependency in WebCal? (LINK) ,Size: 1 kb ; Posted 13 Jan 2004,": I am getting the following error when I hit the submit button : the webpages webcal.delete.pl and webcal.add.pl on a : unix(?) server: Insecure dependency in open while running : setuid at /cgi-bin/webcal/webcal.delete.pl line 124. : Insecure dependency in open while running setuid at : /cgi-bin/webcal/webcal.add.pl line 414. : Any ideas? I can view the webcal.pl, webcal.add.pl, and : webcal.delete.pl just fine. I'm confused.. If you can view them just fine, then when are you getting the error"
4,Insecure dependency in WebCal? ,Size: 1 kb ; Posted 13 Jan 2004,"I am getting the following error when I hit the submit button the webpages webcal.delete.pl and webcal.add.pl on a unix(?) server: Insecure dependency in open while running setuid at /cgi-bin/webcal/webcal.delete.pl line 124. Insecure dependency in open while running setuid at /cgi-bin/webcal/webcal.add.pl line 414. Any ideas? I can view the webcal.pl, webcal.add.pl, and webcal.delete.pl just fine. Here's my config.pl: $cgiurl = ""http://myurl/webcal/webcal.pl""; $addcgiurl = ""http:"
5,Re: How reliable is password encryption?,Size: 1 kb ; Posted 8 Jan 2004,": Hey Marvin, : The encryption that WebBBS uses is the encryption that Perl : uses which is the encryption that *nix uses. And being that : *nix is much more secure that Windoze, well.. it's pretty : strong encryption! I'm afraid that your users just need a : little more coffee. Believe me, Kevin, I am among the most cynical of skeptics when users report illogical problems. But when, over a year's time, well over a hundred different users report the exact same illogical proglem, even I begin to"
6,Re: How reliable is password encryption? (LINK) ,Size: 2 kb ; Posted 7 Jan 2004,": Ever since I started requiring profiles and passwords, I've : had a steady stream of complaints from folks saying that : quite suddenly their password isn't valid any more. At : first I wrote it off the the usual--user stupidity--but I : get easily two or three almost identical complains every : week, some even from people whom I credit with a grain of : intelligence. Does the encryption method used in Webbbs : have any kind of a history of instability, or being : suddenly unable to match new"
7,Re: Timeouts and Unfriendly Servers (LINK) ,Size: 1 kb ; Posted 22 Dec 2003,": That last hop 216.87.0.229 is the router in my ISP rack and my : server would be the next hop. There has been an open issue : with packet collisions in that router and even my own trace : has been known to timeout as yours did. : The second hop on your end of the path looks like it is one : that's in my firewall: 217.237.156.250 : I'll take these out and see if that clears the way, at least : until they start hacking from there again. : DROP all -- 217.80.0.0/12 anywhere t-dialin.net : DROP al"
8," Re: Hi, newbie Question (LINK)",Size: 2 kb ; Posted 20 Dec 2003,": ## (1) Specify the location of your webbbs_settings.pl script: : require : ""/home/public_html/cgi-bin/webbbs_settings.pl""; As John said, it's probably a good idea to create a directory in your cgi-bin named webbbs512 or something similar and put all of your files in there (Including the webbbs_settings) : ## (2) Locate the files and directories unique to this forum: : $dir = ""/home/public_html/cgi-bin/forum""; This is not a good idea... It's probably not allowed anyway. You"
9,Re: How to Generate Shorter NUMERICAL Password ,Size: 1 kb ; Posted 1 Dec 2003,": So, you want it to be less secure? Kevin, security is an issue, but not a HUGH issue with my board - www.livingstonitown.com/message - I just thought that if the password was a short number, then I would not be receiving so many e-mails from users saying ""I can't remember my password"". I did read yesterday about the ""secret question"" mod to make it easier for a user to retrieve a lost password, and will implement that soon, but I already have about 800 registered users that"
10,Re: How to Generate Shorter NUMERICAL Password (LINK),Size: 1 kb ; Posted 30 Nov 2003,": I think this should be pretty easy for someone.... : I run a moderated board and would like the password that is : e-mailed to a new user to be a 3 digit NUMBER (instead of : the longer uppercase password). So, you want it to be less secure? : I looked at the code and : see that the code that needs to be modified is probably in : the profile.pl script around: $passwordlength = : int(rand(4))+7; : foreach $key (1..$passwordlength) { : $char = int(rand(26)); : $char += 65; : $char = chr($char);"
11,Re: has development stopped? (LINK),Size: 1 kb ; Posted 27 Nov 2003,": I too am quite curious about this issue. Probably the most : needed revision is a secure and reliable means of automated : user registration including password maintenance. : It would be good to know whether or not to actively : investigate (purchase) vbulletin or others. The ""view : counts"" on this board indicate a severe falling out of : interest. I think a lot of people would like to know what the status of WebBBS is. btw, PHPbb is the free opensource version of the popular php Bu"
12,Re: has development stopped? ,Size: 1 kb ; Posted 25 Nov 2003,": I was just curious, since I've not seen or heard of any : updates coming, nor have I seen Darryl on the boards for : quite some time. I too am quite curious about this issue. Probably the most needed revision is a secure and reliable means of automated user registration including password maintenance. It would be good to know whether or not to actively investigate (purchase) vbulletin or others. The ""view counts"" on this board indicate a severe falling out of interest."
13,WebScripts: WebBBS,Size: 13 kb ; Last updated 8 Nov 2003,WebBBS is a Web-based bulletin board system which combines incredible versatility with astonishing ease of maintenance!
14,Re: Bug: security & webbs & htaccess & proxies (LINK),Size: 4 kb ; Posted 28 Oct 2003,": Hi to all, : it's the first time I'm forced to install a secure WebBBS : board on the web. Doing this I found a potentially security : hole. I'm posting my fix below and ask for comments on this : message. : Well, here is the situation: : WebBBS is located on an intERnet server. : The config-files reside in a subdirectory of a : .htaccess-protected parent directory. : The shared webbbs-files reside in non-protected directory, coz : they are shared with non-protected config-files on the same :"
15,Bug: security & webbs & htaccess & proxies ,Size: 3 kb ; Posted 28 Oct 2003,"Hi to all, it's the first time I'm forced to install a secure WebBBS board on the web. Doing this I found a potentially security hole. I'm posting my fix below and ask for comments on this message. Well, here is the situation: WebBBS is located on an intERnet server. The config-files reside in a subdirectory of a .htaccess-protected parent directory. The shared webbbs-files reside in non-protected directory, coz they are shared with non-protected config-files on the same server. At a first glanc"
16,Re: Another Odd Thing Though... (LINK),Size: 1 kb ; Posted 19 Aug 2003,": With the same configuration I posted, I changed $SSIdebug to 1 : to see if any errors would be generated. There were no : errors generated when loading the board. Just the board, : with nothing above where the header should be. : : Ok that answers the one question I had.. But it still seems like the directory where you placed the .php file is secure and the script isn't logging into it... --KTFA"
17,Re: I've been doing a little reading and it looks (LINK) ,Size: 5 kb ; Posted 19 Aug 2003,": OK, just to make it real simple, I changed my header.txt file : to have only one line in it: : <!--#include : virtual=""/secure/scripts/hello.php"" --> Ok, the only questions I still have weren't answered because you didn't post all of your configs - only the webbbs_settings.pl file - you forgot the webbbs_config.pl file.. Anyway, one question: is the /secure/ part of your path.. I'm guessing that that is a password protected directory. If so, then LWP::Simple won't be able to ge"
18,Re: And 1 more thing that may help…,Size: 1 kb ; Posted 19 Aug 2003,"If I create a simple .shtml file that has only one line in it: <!--#include virtual=""/secure/scripts/hello.php"" --> It works fine. So it seems like it's something in WebBBS that is not processing the directive properly. Although, as I said... even with $SSIDebug = 1 I get no warnings or errors of any kind. I just get nothing... Thanks! : With the same configuration I posted, I changed $SSIdebug to 1 : to see if any errors would be generated. There were no : errors generated when"
19,Re: Another Odd Thing Though... ,Size: 20 kb ; Posted 19 Aug 2003,"With the same configuration I posted, I changed $SSIdebug to 1 to see if any errors would be generated. There were no errors generated when loading the board. Just the board, with nothing above where the header should be. : OK, just to make it real simple, I changed my header.txt file : to have only one line in it: : <!--#include : virtual=""/secure/scripts/hello.php"" --> : Still no change though (i.e. it doesn't work). Here are the : contents of the hello.php file: : <?php : e"
20,Re: I've been doing a little reading and it looks,Size: 19 kb ; Posted 19 Aug 2003,"OK, just to make it real simple, I changed my header.txt file to have only one line in it: <!--#include virtual=""/secure/scripts/hello.php"" --> Still no change though (i.e. it doesn't work). Here are the contents of the hello.php file: <?php echo '<br><h1>Hello World</h1><br>'; ?> Here's the SSI Functions subroutine (modified as per your previous post: sub SSI_Functions { use LWP::Simple; $LWPS = 1; my $PASSED = @_[0]; $PASSED =~ s/<!--/\n<!--/"
